year,make,model,trim,body,market,interval_schedule,engine_oil_change,oil_filter,air_filter,cabin_air_filter,fuel_filter,spark_plugs,drive_belt_timing,drive_belt_accessory,coolant,brake_fluid,clutch_fluid,manual_trans_fluid,automatic_trans_fluid,cvt_fluid,front_diff_fluid,rear_diff_fluid,transfer_case_or_center_diff,brake_inspection,tire_rotation,wheel_alignment,engine_air_intake_inspection,battery_service,pcv_valve,throttle_body_service,check_engine_cooling_hoses,check_brake_pads_rotors,check_suspension_steering,check_exhaust,rotate_inspect_tires,notes,source_1,source_2,confidence
2008,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Pleo,RS (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R1,R (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R1,S (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R1,S 4WD (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R1,i (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R1,i 4WD (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R2,R (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R2,RC (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R2,S (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R2,S 4WD (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,R2,i (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Dias (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Dias SC (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Truck (JDM),Truck,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Van (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Van 4WD (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Sambar,Van SC (JDM),Van,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Stella,Custom RS (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Stella,L (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Stella,LX (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Stella,RN 4WD (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Stella,RS (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2008,Subaru,Tribeca,Base (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 30,000 mi / 48,500 km / 30 mo",,,"initial: replace: 137,500 mi / 221,500 km / 132 mo | interval: replace: 75,000 mi / 120,500 km / 72 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing chain (no interval); Blue Super Coolant,Subaru Warranty & Maintenance Booklet,,high
2009,Subaru,Dias Wagon,Classic (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2009,Subaru,Dias Wagon,Super Charger (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2009,Subaru,Dias Wagon,TA (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a",,,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing chain (no interval),Subaru Japan Owner's Manual,,high
2009,Subaru,Exiga,2.0GT (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Exiga,2.0i (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Exiga,2.5i (JDM),Wagon,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Forester,2.0X (JDM),SUV,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Forester,2.0XS (JDM),SUV,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Forester,2.0XT (JDM),SUV,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Forester,S-Edition (JDM),SUV,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Forester,XT Limited (US),,USDM,OEM Schedule (Pre-2011),"normal: 7,500 mi / 12,000 km / 7 mo | severe: 3,750 mi / 6,000 km / 3 mo","replace: 7,500 mi / 12,000 km / 7 mo","replace: 30,000 mi / 48,500 km / 30 mo","replace: 15,000 mi / 24,000 km / 12 mo",,"replace: 60,000 mi / 96,500 km / 60 mo","replace: 105,000 mi / 169,000 km / 105 mo",,"initial: replace: 137,500 mi / 221,500 km / 132 mo | interval: replace: 75,000 mi / 120,500 km / 72 mo","replace: 30,000 mi / 48,500 km / 30 mo",,,,"inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo","inspect: 30,000 mi / 48,500 km / 30 mo",,"inspect: 7,500 mi / 12,000 km / 7 mo ","rotate: 7,500 mi / 12,000 km / 7 mo ",,,,,,,,,,,timing belt; Blue Super Coolant,Subaru Warranty & Maintenance Booklet,,high
2009,Subaru,Impreza,1.5i (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
2009,Subaru,Impreza,2.0i (JDM),Hatchback,JDM,JDM Maintenance Schedule,"normal: 6,000 mi / 10,000 km / 12 mo | severe: 3,000 mi / 5,000 km / 6 mo","replace: 6,000 mi / 10,000 km / 12 mo","replace: 31,000 mi / 50,000 km / 24 mo",,,"replace: 62,000 mi / 100,000 km / n/a","replace: 62,000 mi / 100,000 km / n/a",,"replace: 93,000 mi / 150,000 km / 144 mo","replace: 18,500 mi / 30,000 km / 24 mo",,,,"inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo","inspect: 25,000 mi / 40,000 km / 24 mo",,,,,,,,,,,,,,timing belt,Subaru Japan Owner's Manual,,high
